scenario,building,point,label,floor,z_m,PF,PF_raw,LF,ground_frac,roof_frac,avg_floor_crossings,avg_soil_path_m,floor_decks_above,Dg_in,Dr_in,Dg_ref,Dr_ref,Din,Dref,basement_opening_mode,basement_ceiling_mode,roof_model,ground_radius_m,M_floor_kg_m2,M_roof_kg_m2,M_wall_kg_m2,M_foundation_wall_kg_m2,M_basement_ceiling_kg_m2
Kjellervindu 40x60 cm | Flatt tak,Murbygg | full utskifting + mineralull,5 målepunkter,5. etasje,4,13.5,2.5610425482909016,2.5610425482909016,0.3904659845137461,0.017996069502053076,0.982003930497947,2.092333162241398,0.0,0,0.061587888911456876,3.3607087911736384,3.3529218731732007,5.411725537399424,3.422296680085095,8.764647410572625,exposed_above_grade,same_as_floor,flat,60.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Murbygg | referanse lett,5 målepunkter,Kjeller,-1,-1.1,7.361822911058055,7.361822911058055,0.1358359216299429,0.13821510601444,0.86178489398556,0.0,11.921624055050621,5,0.03842565013392303,0.23958773958853263,0.5507251446215115,1.4959601974181747,0.27801338972245565,2.046685342039686,exposed_above_grade,same_as_floor,flat,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Murbygg | referanse lett,5 målepunkter,1. etasje,0,1.5,4.489630577129417,4.489630577129417,0.22273547518454861,0.3379368444772707,0.6620631555227294,0.0,0.0,4,0.191316086476387,0.3748136197186259,0.7436205829470717,1.7980926566073514,0.5661297061950129,2.541713239554423,exposed_above_grade,same_as_floor,flat,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Murbygg | referanse lett,5 målepunkter,2. etasje,1,4.5,5.080175870051614,5.080175870051614,0.19684357895858437,0.25988677510276487,0.7401132248972352,0.7389451382382641,0.0,3,0.21570326258020067,0.6142861145049047,1.9451084870412334,2.2713835188256892,0.8299893770851053,4.216492005866923,exposed_above_grade,same_as_floor,flat,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Murbygg | referanse lett,5 målepunkter,3. etasje,2,7.5,4.626333377666318,4.626333377666318,0.21615389950657524,0.14776904886558367,0.8522309511344164,1.252122933293688,0.0,2,0.18036418248566877,1.0402174201592456,2.696155236194249,2.9506621722873647,1.2205816026449143,5.646817408481613,exposed_above_grade,same_as_floor,flat,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Murbygg | referanse lett,5 målepunkter,4. etasje,3,10.5,3.604771437786609,3.604771437786609,0.2774100986036488,0.06755194695008795,0.9324480530499121,1.6950226097836676,0.0,1,0.13268317822691122,1.831481945317888,3.125342298506251,3.9550240379446473,1.9641651235447992,7.080366336450899,exposed_above_grade,same_as_floor,flat,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Murbygg | referanse lett,5 målepunkter,5. etasje,4,13.5,2.5303283191063186,2.5303283191063186,0.39520563100411726,0.029773106865842083,0.9702268931341579,2.092333162241398,0.0,0,0.10312921925031829,3.3607087911736384,3.3529218731732007,5.411725537399424,3.463838010423957,8.764647410572625,exposed_above_grade,same_as_floor,flat,60.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | stubbloft bevart,5 målepunkter,Kjeller,-1,-1.1,46.893993965690825,46.893993965690825,0.021324692469821032,0.8833027698978869,0.11669723010211304,0.0,11.921624055050621,5,0.03855169242047789,0.005093243081008884,0.5507251446215115,1.4959601974181747,0.04364493550148677,2.046685342039686,exposed_above_grade,same_as_floor,flat,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | stubbloft bevart,5 målepunkter,1. etasje,0,1.5,5.468036666579907,5.468036666579907,0.18288099750901451,0.9652434999299984,0.03475650007000157,0.0,0.0,4,0.4486751521182531,0.016155900513328467,0.7436205829470717,1.7980926566073514,0.4648310526315816,2.541713239554423,exposed_above_grade,same_as_floor,flat,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | stubbloft bevart,5 målepunkter,2. etasje,1,4.5,10.889926552407031,10.889926552407031,0.09182798388837317,0.8614161691220908,0.13858383087790924,0.7389451382382641,0.0,3,0.3335334148810195,0.05365854509918252,1.9451084870412334,2.2713835188256892,0.387191959980202,4.216492005866923,exposed_above_grade,same_as_floor,flat,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | stubbloft bevart,5 målepunkter,3. etasje,2,7.5,13.638880171174083,13.638880171174083,0.07331980246541872,0.5489808497103603,0.4510191502896396,1.252122933293688,0.0,2,0.2272909931138894,0.18673254383427013,2.696155236194249,2.9506621722873647,0.4140235369481595,5.646817408481613,exposed_above_grade,same_as_floor,flat,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | stubbloft bevart,5 målepunkter,4. etasje,3,10.5,8.32057381804495,8.32057381804495,0.1201840187790036,0.17170139988504954,0.8282986001149505,1.6950226097836676,0.0,1,0.14610877065125885,0.7048381100909809,3.125342298506251,3.9550240379446473,0.8509468807422397,7.080366336450899,exposed_above_grade,same_as_floor,flat,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | stubbloft bevart,5 målepunkter,5. etasje,4,13.5,2.534553744197058,2.534553744197058,0.39454677269698146,0.028152913538753505,0.9718470864612465,2.092333162241398,0.0,0,0.09735455849474636,3.3607087911736384,3.3529218731732007,5.411725537399424,3.4580633496683846,8.764647410572625,exposed_above_grade,same_as_floor,flat,60.0,145.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | full utskifting + mineralull,5 målepunkter,Kjeller,-1,-1.1,14.115200483171899,14.115200483171899,0.07084561081453977,0.2658761736859463,0.7341238263140538,0.0,11.921624055050621,5,0.03855169242047789,0.10644698078148893,0.5507251446215115,1.4959601974181747,0.1449986732019668,2.046685342039686,exposed_above_grade,same_as_floor,flat,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | full utskifting + mineralull,5 målepunkter,1. etasje,0,1.5,3.962656274513745,3.962656274513745,0.25235597809267707,0.6995066867069114,0.3004933132930886,0.0,0.0,4,0.4486751521182531,0.19274137848061018,0.7436205829470717,1.7980926566073514,0.6414165305988633,2.541713239554423,exposed_above_grade,same_as_floor,flat,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | Flatt tak,Trebygg | full utskifting + mineralull,5 målepunkter,2. etasje,1,4.5,4.868879524069628,4.868879524069628,0.2053860636839408,0.5776143114391296,0.4223856885608705,0.7389451382382641,0.0,3,0.5002190164322882,0.36578967920752287,1.9451084870412334,2.2713835188256892,0.866008695639811,4.216492005866923,exposed_above_grade,same_as_floor,flat,60.0,62.0,35.0,80.0,350.0,300.0
