facade,analysis,deck_k,deck_label,deck_z,floor_index,floor_label,z_m,PF,Dg_in,Dr_in,Dg_ref,Dr_ref,ground_pct,roof_pct
Trebygg,remove_one,3,3–4,z=9 m,1,2. etasje,4.5,8.64389142695671,0.3335334148810195,0.06864768164586645,1.9451084870412334,1.5313012453115646,82.93115160342268,17.06884839657732
Trebygg,remove_one,3,3–4,z=9 m,2,3. etasje,7.5,9.812014302331647,0.2272909931138894,0.2515310800884571,2.696155236194249,2.0020537943392656,47.46877928867703,52.53122071132298
Trebygg,remove_one,3,3–4,z=9 m,3,4. etasje,10.5,7.113964468830286,0.31889374458968944,0.5003916413516143,3.125342298506251,2.703024826912091,38.92340203570237,61.07659796429763
Trebygg,remove_one,3,3–4,z=9 m,4,5. etasje,13.5,2.5265880068415996,0.12403508255698811,2.6771996938378586,3.3529218731732007,3.7246443172136283,4.427871722934258,95.57212827706574
Trebygg,remove_one,4,4–5,z=12 m,-1,Kjeller,-1.1,34.63662738604599,0.03855169242047789,0.006218094860327915,0.5507251446215115,0.9999492955763,86.11095732636235,13.889042673637642
Trebygg,remove_one,4,4–5,z=12 m,0,1. etasje,1.5,4.159209480862652,0.4486751521182531,0.020070049578251602,0.7436205829470717,1.2059889040579064,95.71834559466143,4.281654405338579
Trebygg,remove_one,4,4–5,z=12 m,1,2. etasje,4.5,8.64389142695671,0.3335334148810195,0.06864768164586645,1.9451084870412334,1.5313012453115646,82.93115160342268,17.06884839657732
Trebygg,remove_one,4,4–5,z=12 m,2,3. etasje,7.5,9.812014302331647,0.2272909931138894,0.2515310800884571,2.696155236194249,2.0020537943392656,47.46877928867703,52.53122071132298
Trebygg,remove_one,4,4–5,z=12 m,3,4. etasje,10.5,4.798007970115848,0.14610877065125885,1.068638508161122,3.125342298506251,2.703024826912091,12.027915040411093,87.9720849595889
Trebygg,remove_one,4,4–5,z=12 m,4,5. etasje,13.5,2.406719484307243,0.26355274388300715,2.6771996938378586,3.3529218731732007,3.7246443172136283,8.962085366399123,91.03791463360088
Trebygg,preserve_one,0,K–1,z=0 m,-1,Kjeller,-1.1,20.17124019499319,0.03855169242047789,0.038323820696594235,0.5507251446215115,0.9999492955763,50.1482082620617,49.8517917379383
Trebygg,preserve_one,0,K–1,z=0 m,0,1. etasje,1.5,3.3739246739084297,0.4486751521182531,0.1291710286462116,0.7436205829470717,1.2059889040579064,77.64612228200174,22.35387771799826
Trebygg,preserve_one,0,K–1,z=0 m,1,2. etasje,4.5,4.643376055772181,0.5002190164322882,0.24846247965960674,1.9451084870412334,1.5313012453115646,66.81332703471679,33.18667296528321
Trebygg,preserve_one,0,K–1,z=0 m,2,3. etasje,7.5,4.842357597433706,0.47128228464457783,0.49894945392495993,2.696155236194249,2.0020537943392656,48.57419788590027,51.425802114099724
Trebygg,preserve_one,0,K–1,z=0 m,3,4. etasje,10.5,3.929756905523845,0.4144983029799755,1.068638508161122,3.125342298506251,2.703024826912091,27.94740848358206,72.05259151641795
Trebygg,preserve_one,0,K–1,z=0 m,4,5. etasje,13.5,2.323026147454363,0.36950135089322333,2.6771996938378586,3.3529218731732007,3.7246443172136283,12.127916243447427,87.87208375655257
Trebygg,preserve_one,1,1–2,z=3 m,-1,Kjeller,-1.1,20.17124019499319,0.03855169242047789,0.038323820696594235,0.5507251446215115,0.9999492955763,50.1482082620617,49.8517917379383
Trebygg,preserve_one,1,1–2,z=3 m,0,1. etasje,1.5,3.7655355919654863,0.4486751521182531,0.06907575990734424,0.7436205829470717,1.2059889040579064,86.65849575482174,13.341504245178262
Trebygg,preserve_one,1,1–2,z=3 m,1,2. etasje,4.5,5.973254734205221,0.3335334148810195,0.24846247965960674,1.9451084870412334,1.5313012453115646,57.3085511443822,42.69144885561779
Trebygg,preserve_one,1,1–2,z=3 m,2,3. etasje,7.5,5.18710454311388,0.40679844289940686,0.49894945392495993,2.696155236194249,2.0020537943392656,44.91298785519443,55.087012144805556
Trebygg,preserve_one,1,1–2,z=3 m,3,4. etasje,10.5,3.996329706893921,0.3897914895850703,1.068638508161122,3.125342298506251,2.703024826912091,26.726787722924016,73.273212277076
Trebygg,preserve_one,1,1–2,z=3 m,4,5. etasje,13.5,2.3306452639015847,0.3595413752593431,2.6771996938378586,3.3529218731732007,3.7246443172136283,11.83971129175764,88.16028870824235
Trebygg,preserve_one,2,2–3,z=6 m,-1,Kjeller,-1.1,20.17124019499319,0.03855169242047789,0.038323820696594235,0.5507251446215115,0.9999492955763,50.1482082620617,49.8517917379383
Trebygg,preserve_one,2,2–3,z=6 m,0,1. etasje,1.5,3.7655355919654863,0.4486751521182531,0.06907575990734424,0.7436205829470717,1.2059889040579064,86.65849575482174,13.341504245178262
Trebygg,preserve_one,2,2–3,z=6 m,1,2. etasje,4.5,5.516309442221104,0.5002190164322882,0.12998669787097725,1.9451084870412334,1.5313012453115646,79.37392585932258,20.62607414067742
Trebygg,preserve_one,2,2–3,z=6 m,2,3. etasje,7.5,6.262817155668399,0.25122557334391427,0.49894945392495993,2.696155236194249,2.0020537943392656,33.48892781175868,66.51107218824131
Trebygg,preserve_one,2,2–3,z=6 m,3,4. etasje,10.5,4.167937033249049,0.32974325214942934,1.068638508161122,3.125342298506251,2.703024826912091,23.580345618652824,76.41965438134717
Trebygg,preserve_one,2,2–3,z=6 m,4,5. etasje,13.5,2.348187956927568,0.3368546834988286,2.6771996938378586,3.3529218731732007,3.7246443172136283,11.176131593102973,88.82386840689703
Trebygg,preserve_one,3,3–4,z=9 m,-1,Kjeller,-1.1,20.17124019499319,0.03855169242047789,0.038323820696594235,0.5507251446215115,0.9999492955763,50.1482082620617,49.8517917379383
Trebygg,preserve_one,3,3–4,z=9 m,0,1. etasje,1.5,3.7655355919654863,0.4486751521182531,0.06907575990734424,0.7436205829470717,1.2059889040579064,86.65849575482174,13.341504245178262
Trebygg,preserve_one,3,3–4,z=9 m,1,2. etasje,4.5,5.516309442221104,0.5002190164322882,0.12998669787097725,1.9451084870412334,1.5313012453115646,79.37392585932258,20.62607414067742
Trebygg,preserve_one,3,3–4,z=9 m,2,3. etasje,7.5,6.499892309363648,0.47128228464457783,0.2515310800884571,2.696155236194249,2.0020537943392656,65.20110275197277,34.79889724802723
Trebygg,preserve_one,3,3–4,z=9 m,3,4. etasje,10.5,4.651865650301946,0.18427109060169483,1.068638508161122,3.125342298506251,2.703024826912091,14.70745301845025,85.29254698154975
Trebygg,preserve_one,3,3–4,z=9 m,4,5. etasje,13.5,2.392901339071769,0.2805345323180305,2.6771996938378586,3.3529218731732007,3.7246443172136283,9.484778241303847,90.51522175869616
Trebygg,preserve_one,4,4–5,z=12 m,-1,Kjeller,-1.1,20.17124019499319,0.03855169242047789,0.038323820696594235,0.5507251446215115,0.9999492955763,50.1482082620617,49.8517917379383
Trebygg,preserve_one,4,4–5,z=12 m,0,1. etasje,1.5,3.7655355919654863,0.4486751521182531,0.06907575990734424,0.7436205829470717,1.2059889040579064,86.65849575482174,13.341504245178262
Trebygg,preserve_one,4,4–5,z=12 m,1,2. etasje,4.5,5.516309442221104,0.5002190164322882,0.12998669787097725,1.9451084870412334,1.5313012453115646,79.37392585932258,20.62607414067742
Trebygg,preserve_one,4,4–5,z=12 m,2,3. etasje,7.5,6.499892309363648,0.47128228464457783,0.2515310800884571,2.696155236194249,2.0020537943392656,65.20110275197277,34.79889724802723
Trebygg,preserve_one,4,4–5,z=12 m,3,4. etasje,10.5,6.370566385092903,0.4144983029799755,0.5003916413516143,3.125342298506251,2.703024826912091,45.30581033796411,54.69418966203589
Trebygg,preserve_one,4,4–5,z=12 m,4,5. etasje,13.5,2.511363490908331,0.14101687099201174,2.6771996938378586,3.3529218731732007,3.7246443172136283,5.003762760883658,94.99623723911633
