scenario,building,point,label,floor,z_m,PF,PF_raw,LF,ground_frac,roof_frac,avg_floor_crossings,avg_soil_path_m,floor_decks_above,kjellerdekke_mode,base_scenario
Kjellervindu 60x30 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,Kjeller,-1,-1.1,25.146349443501286,25.146349443501286,0.03976720367490302,0.35574995183324076,0.6442500481667592,0.0,12.023567914338765,5,heavy_basement_ceiling,Kjellervindu 60x30 cm
Kjellervindu 60x30 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,1. etasje,0,1.5,2.469697143831765,2.469697143831765,0.4049079469106434,0.4359625328500816,0.5640374671499185,0.0,0.0,4,heavy_basement_ceiling,Kjellervindu 60x30 cm
Kjellervindu 60x30 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,2. etasje,1,4.5,2.6328947497223925,2.6328947497223925,0.3798100930944688,0.45999738145905905,0.540002618540941,0.7389451382382641,0.0,3,heavy_basement_ceiling,Kjellervindu 60x30 cm
Kjellervindu 60x30 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,3. etasje,2,7.5,2.610924180956292,2.610924180956292,0.3830061429182269,0.3867343971839826,0.6132656028160175,1.252122933293688,0.0,2,heavy_basement_ceiling,Kjellervindu 60x30 cm
Kjellervindu 60x30 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,4. etasje,3,10.5,2.413172080475594,2.413172080475594,0.41439232953620014,0.2850462986780604,0.7149537013219397,1.6950226097836676,0.0,1,heavy_basement_ceiling,Kjellervindu 60x30 cm
Kjellervindu 60x30 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,5. etasje,4,13.5,2.102259786850445,2.102259786850445,0.47567860368873627,0.1939113331043258,0.8060886668956742,2.092333162241398,0.0,0,heavy_basement_ceiling,Kjellervindu 60x30 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Murbygg | dekke 180 | lett tak 35,5 målepunkter,Kjeller,-1,-1.1,418.0330762301175,418.0330762301175,0.002392155206994968,0.8755653714453192,0.12443462855468078,0.0,12.291170544970132,5,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Murbygg | dekke 180 | lett tak 35,5 målepunkter,1. etasje,0,1.5,11.106552495599308,11.106552495599308,0.0900369399411946,0.9746697373100967,0.02533026268990339,0.0,0.0,4,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Murbygg | dekke 180 | lett tak 35,5 målepunkter,2. etasje,1,4.5,34.585447968094876,34.585447968094876,0.02891389467970753,0.8000578102760281,0.19994218972397193,0.7389451382382641,0.0,3,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Murbygg | dekke 180 | lett tak 35,5 målepunkter,3. etasje,2,7.5,38.68824462447855,38.68824462447855,0.025847644671045302,0.26254007534628165,0.7374599246537185,1.252122933293688,0.0,2,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Murbygg | dekke 180 | lett tak 35,5 målepunkter,4. etasje,3,10.5,13.097507882446896,13.097507882446896,0.07635040260904798,0.03739110468168753,0.9626088953183124,1.6950226097836676,0.0,1,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Murbygg | dekke 180 | lett tak 35,5 målepunkter,5. etasje,4,13.5,2.599523349287696,2.599523349287696,0.38468590800463986,0.003241024587715632,0.9967589754122844,2.092333162241398,0.0,0,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + murvegg | dekke 26.4 | lett tak 35,5 målepunkter,Kjeller,-1,-1.1,36.0821807303162,36.0821807303162,0.027714511145381,0.0755737040202666,0.9244262959797335,0.0,12.291170544970132,5,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + murvegg | dekke 26.4 | lett tak 35,5 målepunkter,1. etasje,0,1.5,3.1631602325381656,3.1631602325381656,0.3161395334050421,0.2775871769515602,0.7224128230484398,0.0,0.0,4,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + murvegg | dekke 26.4 | lett tak 35,5 målepunkter,2. etasje,1,4.5,3.586357451323709,3.586357451323709,0.278834447924566,0.2644436641674286,0.7355563358325714,0.7389451382382641,0.0,3,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + murvegg | dekke 26.4 | lett tak 35,5 målepunkter,3. etasje,2,7.5,3.5045223224964475,3.5045223224964475,0.2853455929159697,0.17684205065625702,0.8231579493437431,1.252122933293688,0.0,2,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + murvegg | dekke 26.4 | lett tak 35,5 målepunkter,4. etasje,3,10.5,3.0523824876795755,3.0523824876795755,0.327612939740131,0.09566658131288891,0.9043334186871111,1.6950226097836676,0.0,1,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + murvegg | dekke 26.4 | lett tak 35,5 målepunkter,5. etasje,4,13.5,2.4758016919395693,2.4758016919395693,0.40390957129389043,0.05068074943127985,0.9493192505687202,2.092333162241398,0.0,0,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,Kjeller,-1,-1.1,35.9910557246197,35.9910557246197,0.027784680939935573,0.07790832875142582,0.9220916712485742,0.0,12.291170544970132,5,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,1. etasje,0,1.5,2.3958195600887757,2.3958195600887757,0.4173937038743208,0.4528349357346313,0.5471650642653686,0.0,0.0,4,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,2. etasje,1,4.5,2.5616081189287914,2.5616081189287914,0.3903797745683981,0.4746181585712337,0.5253818414287664,0.7389451382382641,0.0,3,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,3. etasje,2,7.5,2.55954166844483,2.55954166844483,0.39069494836846985,0.3988033525904171,0.6011966474095829,1.252122933293688,0.0,2,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,4. etasje,3,10.5,2.3840250606793263,2.3840250606793263,0.41945867788615054,0.2936817249928462,0.7063182750071538,1.6950226097836676,0.0,1,heavy_basement_ceiling,Luftespalte 15x15 cm
Luftespalte 15x15 cm | kjellerdekke:heavy_basement_ceiling,Lett bjelkelag + trevegg | dekke 26.4 | lett tak 35,5 målepunkter,5. etasje,4,13.5,2.0871712745462423,2.0871712745462423,0.47911736434634633,0.19969685915815177,0.8003031408418482,2.092333162241398,0.0,0,heavy_basement_ceiling,Luftespalte 15x15 cm
