scenario,building,point,label,floor,z_m,PF,PF_raw,LF,ground_frac,roof_frac,avg_floor_crossings,diag_avg_soil_path_m,floor_decks_above,Dg_in,Dr_in,Dg_ref,Dr_ref,Din,Dref,basement_opening_mode,basement_ceiling_mode,roof_model,ground_radius_m,M_floor_kg_m2,M_roof_kg_m2,M_wall_kg_m2,M_foundation_wall_kg_m2,M_basement_ceiling_kg_m2
Kjellervindu 40x60 cm | R=60 m,Trebygg | full utskifting + mineralull,5 målepunkter,1. etasje,0,1.5,3.3739246739084297,3.3739246739084297,0.2963907308699864,0.7764612228200174,0.22353877717998258,0.0,0.0,4,0.4486751521182531,0.1291710286462116,0.7436205829470717,1.2059889040579064,0.5778461807644647,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | full utskifting + mineralull,5 målepunkter,2. etasje,1,4.5,4.643376055772181,4.643376055772181,0.21536054542834196,0.6681332703471679,0.3318667296528321,0.7389451382382641,0.0,3,0.5002190164322882,0.24846247965960674,1.9451084870412334,1.5313012453115646,0.7486814960918949,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | full utskifting + mineralull,5 målepunkter,3. etasje,2,7.5,4.842357597433706,4.842357597433706,0.20651097732434465,0.48574197885900267,0.5142580211409973,1.252122933293688,0.0,2,0.47128228464457783,0.49894945392495993,2.696155236194249,2.0020537943392656,0.9702317385695378,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | full utskifting + mineralull,5 målepunkter,4. etasje,3,10.5,3.929756905523845,3.929756905523845,0.2544686666481467,0.2794740848358206,0.7205259151641795,1.6950226097836676,0.0,1,0.4144983029799755,1.068638508161122,3.125342298506251,2.703024826912091,1.4831368111410974,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | full utskifting + mineralull,5 målepunkter,5. etasje,4,13.5,2.323026147454363,2.323026147454363,0.43047298503111037,0.12127916243447426,0.8787208375655257,2.092333162241398,0.0,0,0.36950135089322333,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.046701044731082,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | referanse lett,5 målepunkter,Kjeller,-1,-1.1,7.880872960119875,7.880872960119875,0.12688949626016927,0.1959282893220615,0.8040717106779385,0.0,11.921624055050621,5,0.03855169242047789,0.15821260615974236,0.5507251446215115,0.9999492955763,0.19676429858022026,1.5506744401978114,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | referanse lett,5 målepunkter,1. etasje,0,1.5,2.790894974770125,2.790894974770125,0.35830800121110473,0.6422851528460256,0.3577148471539744,0.0,0.0,4,0.4486751521182531,0.24988552631270786,0.7436205829470717,1.2059889040579064,0.6985606784309609,1.949609487004978,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | referanse lett,5 målepunkter,2. etasje,1,4.5,3.3607363370389636,3.3607363370389636,0.2975538393116158,0.5980719272545878,0.4019280727454123,0.7389451382382641,0.0,3,0.6186570025266277,0.4157620603552141,1.9451084870412334,1.5313012453115646,1.0344190628818417,3.4764097323527983,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | referanse lett,5 målepunkter,3. etasje,2,7.5,3.42384938520635,3.42384938520635,0.29206892228401327,0.47566335747408134,0.5243366425259186,1.252122933293688,0.0,2,0.6527056625897505,0.7194951856231918,2.696155236194249,2.0020537943392656,1.3722008482129424,4.698209030533515,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | referanse lett,5 målepunkter,4. etasje,3,10.5,3.0095214776196397,3.0095214776196397,0.33227873847603945,0.32126197284629,0.67873802715371,1.6950226097836676,0.0,1,0.6221695824763958,1.3144728933328313,3.125342298506251,2.703024826912091,1.936642475809227,5.8283671254183425,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=60 m,Trebygg | referanse lett,5 målepunkter,5. etasje,4,13.5,2.170203747616982,2.170203747616982,0.4607862285271887,0.17908661644485388,0.8209133835551462,2.092333162241398,0.0,0,0.5840453381820312,2.6771996938378586,3.3529218731732007,3.7246443172136283,3.2612450320198896,7.077566190386829,exposed_above_grade,same_as_floor,sloped,60.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | stubbloft bevart,5 målepunkter,Kjeller,-1,-1.1,41.36713207826275,41.36713207826275,0.024173781206492474,0.9885677692393084,0.011432230760691657,0.0,15.64636011084703,5,0.03785453862786887,0.00043776646821726576,0.5840935469146287,0.9999492955763,0.03829230509608613,1.5840428424909287,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | stubbloft bevart,5 målepunkter,1. etasje,0,1.5,9.815942155256163,9.815942155256163,0.10187509096765897,0.9898844760716745,0.010115523928325472,0.0,0.0,4,0.2011934628358833,0.002055974547267956,0.789095816383466,1.2059889040579064,0.20324943738315127,1.9950847204413724,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | stubbloft bevart,5 målepunkter,2. etasje,1,4.5,32.55716295265808,32.55716295265808,0.030715207017703503,0.9087615814246497,0.09123841857535027,0.685153564335147,0.0,3,0.10081981494743937,0.010122171386738512,2.0806550820618304,1.5313012453115646,0.11094198633417789,3.6119563273733952,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | stubbloft bevart,5 målepunkter,3. etasje,2,7.5,50.457228812080245,50.457228812080245,0.01981876578526216,0.4606767887982379,0.539323211201762,1.1614722569269142,0.0,2,0.044940557161469795,0.052612777962502244,2.9202171573925364,2.0020537943392656,0.09755333512397205,4.922270951731802,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | stubbloft bevart,5 målepunkter,4. etasje,3,10.5,18.2341486622926,18.2341486622926,0.05484215460346416,0.09590643184602261,0.9040935681539773,1.5632039620393776,0.0,1,0.03228756383437108,0.3043693549237851,3.435627477913491,2.703024826912091,0.3366569187581562,6.138652304825582,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | stubbloft bevart,5 målepunkter,5. etasje,4,13.5,2.7668897221466424,2.7668897221466424,0.36141664483258396,0.008489155802338458,0.9915108441976616,1.9216266429536275,0.0,0,0.022921751635861735,2.6771996938378586,3.7462939588153445,3.7246443172136283,2.7001214454737203,7.470938276028972,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | full utskifting + mineralull,5 målepunkter,Kjeller,-1,-1.1,14.5881756650491,14.5881756650491,0.06854866728783898,0.3486197749262581,0.6513802250737419,0.0,15.64636011084703,5,0.03785453862786887,0.07072948715172456,0.5840935469146287,0.9999492955763,0.10858402577959342,1.5840428424909287,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | full utskifting + mineralull,5 målepunkter,1. etasje,0,1.5,6.039041034618886,6.039041034618886,0.16558920435669938,0.609004502673035,0.39099549732696504,0.0,0.0,4,0.2011934628358833,0.1291710286462116,0.789095816383466,1.2059889040579064,0.3303644914820949,1.9950847204413724,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | full utskifting + mineralull,5 målepunkter,2. etasje,1,4.5,8.371481694882695,8.371481694882695,0.11945316688816011,0.42413503602682495,0.5758649639731751,0.685153564335147,0.0,3,0.18299714230687328,0.24846247965960674,2.0806550820618304,1.5313012453115646,0.43145962196648,3.6119563273733952,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | full utskifting + mineralull,5 målepunkter,3. etasje,2,7.5,7.775689164899777,7.775689164899777,0.12860596389502013,0.2118118037870333,0.7881881962129667,1.1614722569269142,0.0,2,0.13408394637496654,0.49894945392495993,2.9202171573925364,2.0020537943392656,0.6330334002999265,4.922270951731802,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | full utskifting + mineralull,5 målepunkter,4. etasje,3,10.5,5.25716385167223,5.25716385167223,0.19021663166954822,0.08481414867017545,0.9151858513298246,1.5632039620393776,0.0,1,0.09903525625330897,1.068638508161122,3.435627477913491,2.703024826912091,1.167673764414431,6.138652304825582,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | full utskifting + mineralull,5 målepunkter,5. etasje,4,13.5,2.7124287542077097,2.7124287542077097,0.36867327794277727,0.028005163203984804,0.9719948367960152,1.9216266429536275,0.0,0,0.07713560969390404,2.6771996938378586,3.7462939588153445,3.7246443172136283,2.7543353035317626,7.470938276028972,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | referanse lett,5 målepunkter,Kjeller,-1,-1.1,8.079083541543053,8.079083541543053,0.12377641533943173,0.1930692603744223,0.8069307396255777,0.0,15.64636011084703,5,0.03785453862786887,0.15821260615974236,0.5840935469146287,0.9999492955763,0.19606714478761122,1.5840428424909287,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | referanse lett,5 målepunkter,1. etasje,0,1.5,4.422916536651558,4.422916536651558,0.22609515502118577,0.44602712091652674,0.5539728790834734,0.0,0.0,4,0.2011934628358833,0.24988552631270786,0.789095816383466,1.2059889040579064,0.4510789891485911,1.9950847204413724,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | referanse lett,5 målepunkter,2. etasje,1,4.5,5.565944956150629,5.565944956150629,0.1796640117496946,0.35931984413673385,0.6406801558632662,0.685153564335147,0.0,3,0.23317650368538337,0.4157620603552141,2.0806550820618304,1.5313012453115646,0.6489385640405975,3.6119563273733952,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | referanse lett,5 målepunkter,3. etasje,2,7.5,5.390401699694816,5.390401699694816,0.18551493111480286,0.21207749237352244,0.7879225076264776,1.1614722569269142,0.0,2,0.19365957091572863,0.7194951856231918,2.9202171573925364,2.0020537943392656,0.9131547565389204,4.922270951731802,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | referanse lett,5 målepunkter,4. etasje,3,10.5,4.194802713113817,4.194802713113817,0.23839023391345535,0.1017646568885126,0.8982353431114874,1.5632039620393776,0.0,1,0.1489218655279111,1.3144728933328313,3.435627477913491,2.703024826912091,1.4633947588607423,6.138652304825582,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Murbygg | referanse lett,5 målepunkter,5. etasje,4,13.5,2.6708905247802885,2.6708905247802885,0.37440695929769024,0.0428903263517612,0.9571096736482388,1.9216266429536275,0.0,0,0.11997158919087707,2.6771996938378586,3.7462939588153445,3.7246443172136283,2.7971712830287356,7.470938276028972,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | stubbloft bevart,5 målepunkter,Kjeller,-1,-1.1,41.26900767309486,41.26900767309486,0.024231258670460967,0.988594886923972,0.01140511307602808,0.0,15.64636011084703,5,0.03794558539327269,0.00043776646821726576,0.5840935469146287,0.9999492955763,0.03838335186148995,1.5840428424909287,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | stubbloft bevart,5 målepunkter,1. etasje,0,1.5,4.212721741545692,4.212721741545692,0.2373762288019264,0.9956587063263037,0.0043412936736963,0.0,0.0,4,0.4715297125314506,0.002055974547267956,0.789095816383466,1.2059889040579064,0.47358568707871856,1.9950847204413724,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | stubbloft bevart,5 målepunkter,2. etasje,1,4.5,9.344665606308533,9.344665606308533,0.10701292503446089,0.9738124444910994,0.026187555508900652,0.685153564335147,0.0,3,0.3764038403022173,0.010122171386738512,2.0806550820618304,1.5313012453115646,0.3865260116889558,3.6119563273733952,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | stubbloft bevart,5 målepunkter,3. etasje,2,7.5,14.631766596075035,14.631766596075035,0.06834444722951291,0.8436051378180212,0.15639486218197887,1.1614722569269142,0.0,2,0.2837971093474962,0.052612777962502244,2.9202171573925364,2.0020537943392656,0.33640988730999843,4.922270951731802,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | stubbloft bevart,5 målepunkter,4. etasje,3,10.5,11.799578819952334,11.799578819952334,0.08474878766935849,0.41494810009388655,0.5850518999061134,1.5632039620393776,0.0,1,0.21587398583389633,0.3043693549237851,3.435627477913491,2.703024826912091,0.5202433407576814,6.138652304825582,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | stubbloft bevart,5 målepunkter,5. etasje,4,13.5,2.6370200807665456,2.6370200807665456,0.37921592152203626,0.055027749924740126,0.9449722500752599,1.9216266429536275,0.0,0,0.1558990491407209,2.6771996938378586,3.7462939588153445,3.7246443172136283,2.8330987429785797,7.470938276028972,exposed_above_grade,same_as_floor,sloped,100.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | full utskifting + mineralull,5 målepunkter,Kjeller,-1,-1.1,14.575953853953498,14.575953853953498,0.0686061447518075,0.3491654940240431,0.6508345059759568,0.0,15.64636011084703,5,0.03794558539327269,0.07072948715172456,0.5840935469146287,0.9999492955763,0.10867507254499725,1.5840428424909287,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | full utskifting + mineralull,5 målepunkter,1. etasje,0,1.5,3.3212622919859354,3.3212622919859354,0.3010903421909668,0.7849660907809531,0.21503390921904691,0.0,0.0,4,0.4715297125314506,0.1291710286462116,0.789095816383466,1.2059889040579064,0.6007007411776621,1.9950847204413724,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | full utskifting + mineralull,5 målepunkter,2. etasje,1,4.5,4.411332099592254,4.411332099592254,0.22668889519617702,0.6965493453616158,0.30345065463838417,0.685153564335147,0.0,3,0.5703279096895093,0.24846247965960674,2.0806550820618304,1.5313012453115646,0.8187903893491161,3.6119563273733952,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | full utskifting + mineralull,5 målepunkter,3. etasje,2,7.5,4.620257713908071,4.620257713908071,0.21643814304768388,0.531664330153148,0.4683356698468521,1.1614722569269142,0.0,2,0.566417730445427,0.49894945392495993,2.9202171573925364,2.0020537943392656,1.065367184370387,4.922270951731802,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | full utskifting + mineralull,5 målepunkter,4. etasje,3,10.5,3.848386820474672,3.848386820474672,0.2598491385220618,0.3300590835831959,0.6699409164168041,1.5632039620393776,0.0,1,0.5264850049342746,1.068638508161122,3.435627477913491,2.703024826912091,1.5951235130953967,6.138652304825582,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | full utskifting + mineralull,5 målepunkter,5. etasje,4,13.5,2.3694919829787993,2.3694919829787993,0.42203139203824325,0.15089604852766664,0.8491039514723333,1.9216266429536275,0.0,0,0.47577078662644146,2.6771996938378586,3.7462939588153445,3.7246443172136283,3.1529704804643,7.470938276028972,exposed_above_grade,same_as_floor,sloped,100.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | referanse lett,5 målepunkter,Kjeller,-1,-1.1,8.075333637355717,8.075333637355717,0.12383389280340024,0.19344379703366738,0.8065562029663326,0.0,15.64636011084703,5,0.03794558539327269,0.15821260615974236,0.5840935469146287,0.9999492955763,0.19615819155301506,1.5840428424909287,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | referanse lett,5 målepunkter,1. etasje,0,1.5,2.7655150778875557,2.7655150778875557,0.3615962928554532,0.6536176215059291,0.3463823784940709,0.0,0.0,4,0.4715297125314506,0.24988552631270786,0.789095816383466,1.2059889040579064,0.7214152388441585,1.9950847204413724,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | referanse lett,5 målepunkter,2. etasje,1,4.5,3.2730018846505544,3.2730018846505544,0.30552991878486685,0.6232540253058995,0.3767459746941005,0.685153564335147,0.0,3,0.6877986630016653,0.4157620603552141,2.0806550820618304,1.5313012453115646,1.1035607233568794,3.6119563273733952,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | referanse lett,5 målepunkter,3. etasje,2,7.5,3.352742940832367,3.352742940832367,0.298263248226163,0.5099249049440652,0.49007509505593483,1.1614722569269142,0.0,2,0.7486373370896223,0.7194951856231918,2.9202171573925364,2.0020537943392656,1.4681325227128141,4.922270951731802,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | referanse lett,5 målepunkter,4. etasje,3,10.5,2.9910905708951665,2.9910905708951665,0.3343262185807775,0.35951618014683573,0.6404838198531643,1.5632039620393776,0.0,1,0.7378395189216798,1.3144728933328313,3.435627477913491,2.703024826912091,2.052312412254511,6.138652304825582,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=100 m,Trebygg | referanse lett,5 målepunkter,5. etasje,4,13.5,2.2116038939810596,2.2116038939810596,0.4521605350404416,0.20747501196009796,0.7925249880399021,1.9216266429536275,0.0,0,0.7008637543055165,2.6771996938378586,3.7462939588153445,3.7246443172136283,3.378063448143375,7.470938276028972,exposed_above_grade,same_as_floor,sloped,100.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | stubbloft bevart,5 målepunkter,Kjeller,-1,-1.1,42.646552540959625,42.646552540959625,0.023448554230486883,0.9883527959244529,0.011647204075547203,0.0,18.927418795320666,5,0.03714777469494801,0.00043776646821726576,0.6029444604190286,0.9999492955763,0.03758554116316527,1.6028937559953285,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | stubbloft bevart,5 målepunkter,1. etasje,0,1.5,9.734826213197506,9.734826213197506,0.10272397042325211,0.9900954999118938,0.009904500088106163,0.0,0.0,4,0.2055238658261878,0.002055974547267956,0.8147647673409649,1.2059889040579064,0.20757984037345578,2.020753671398871,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | stubbloft bevart,5 målepunkter,2. etasje,1,4.5,30.333062377759656,30.333062377759656,0.032967327451026006,0.9167488628862619,0.08325113711373808,0.6532154291087213,0.0,3,0.11146381215255603,0.010122171386738512,2.1567739776471155,1.5313012453115646,0.12158598353929455,3.6880752229586804,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | stubbloft bevart,5 målepunkter,3. etasje,2,7.5,47.522640280188355,47.522640280188355,0.021042601886261118,0.5047201476827144,0.4952798523172856,1.1058367308905963,0.0,2,0.053615605276470114,0.052612777962502244,3.0461994498724074,2.0020537943392656,0.10622838323897235,5.048253244211673,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | stubbloft bevart,5 målepunkter,4. etasje,3,10.5,18.178956711659634,18.178956711659634,0.05500865730972444,0.12367698382679347,0.8763230161732065,1.4865866730420778,0.0,1,0.04295617379840705,0.3043693549237851,3.6109909245829344,2.703024826912091,0.34732552872219213,6.314015751495026,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | stubbloft bevart,5 målepunkter,5. etasje,4,13.5,2.836699816443894,2.836699816443894,0.35252231984616783,0.013066588913592882,0.9869334110864071,1.8165165576472044,0.0,0,0.03544501325623206,2.6771996938378586,3.9703144254776808,3.7246443172136283,2.712644707094091,7.694958742691309,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | full utskifting + mineralull,5 målepunkter,Kjeller,-1,-1.1,14.858495002158502,14.858495002158502,0.06730156720816809,0.34435222083914824,0.6556477791608518,0.0,18.927418795320666,5,0.03714777469494801,0.07072948715172456,0.6029444604190286,0.9999492955763,0.10787726184667257,1.6028937559953285,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | full utskifting + mineralull,5 målepunkter,1. etasje,0,1.5,6.037599332324182,6.037599332324182,0.1656287449626189,0.6140633431237963,0.38593665687620365,0.0,0.0,4,0.2055238658261878,0.1291710286462116,0.8147647673409649,1.2059889040579064,0.3346948944723994,2.020753671398871,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | full utskifting + mineralull,5 målepunkter,2. etasje,1,4.5,8.36862770505262,8.36862770505262,0.11949390452585704,0.43621269490338876,0.5637873050966113,0.6532154291087213,0.0,3,0.19224002891679676,0.24846247965960674,2.1567739776471155,1.5313012453115646,0.4407025085764035,3.6880752229586804,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | full utskifting + mineralull,5 målepunkter,3. etasje,2,7.5,7.877135339305387,7.877135339305387,0.1269497040390042,0.22145498929834795,0.778545010701652,1.1058367308905963,0.0,2,0.1419248013416549,0.49894945392495993,3.0461994498724074,2.0020537943392656,0.6408742552666148,5.048253244211673,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | full utskifting + mineralull,5 målepunkter,4. etasje,3,10.5,5.360182943514213,5.360182943514213,0.18656079662541994,0.09279638669393118,0.9072036133060688,1.4865866730420778,0.0,1,0.10930930034323953,1.068638508161122,3.6109909245829344,2.703024826912091,1.1779478085043615,6.314015751495026,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | full utskifting + mineralull,5 målepunkter,5. etasje,4,13.5,2.781227765234753,2.781227765234753,0.35955343625572994,0.032366206166866224,0.9676337938331337,1.8165165576472044,0.0,0,0.0895491639428728,2.6771996938378586,3.9703144254776808,3.7246443172136283,2.7667488577807315,7.694958742691309,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | referanse lett,5 målepunkter,Kjeller,-1,-1.1,8.204804623039538,8.204804623039538,0.12187980652116269,0.1901499911723587,0.8098500088276412,0.0,18.927418795320666,5,0.03714777469494801,0.15821260615974236,0.6029444604190286,0.9999492955763,0.19536038085469037,1.6028937559953285,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | referanse lett,5 målepunkter,1. etasje,0,1.5,4.437224410124945,4.437224410124945,0.22536610898429668,0.45129474572519346,0.5487052542748067,0.0,0.0,4,0.2055238658261878,0.24988552631270786,0.8147647673409649,1.2059889040579064,0.45540939213889564,2.020753671398871,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | referanse lett,5 målepunkter,2. etasje,1,4.5,5.608388334254012,5.608388334254012,0.178304343494255,0.36775826192314093,0.632241738076859,0.6532154291087213,0.0,3,0.2418377710318615,0.4157620603552141,2.1567739776471155,1.5313012453115646,0.6575998313870757,3.6880752229586804,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | referanse lett,5 målepunkter,3. etasje,2,7.5,5.483752969835414,5.483752969835414,0.18235686499751527,0.21843582917172202,0.7815641708282779,1.1058367308905963,0.0,2,0.20108844970478473,0.7194951856231918,3.0461994498724074,2.0020537943392656,0.9205836353279766,5.048253244211673,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | referanse lett,5 målepunkter,4. etasje,3,10.5,4.284869990986355,4.284869990986355,0.23337930954815392,0.10796145016375096,0.892038549836249,1.4865866730420778,0.0,1,0.15908774322724592,1.3144728933328313,3.6109909245829344,2.703024826912091,1.4735606365600773,6.314015751495026,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,450.0,650.0,300.0
Kjellervindu 40x60 cm | R=150 m,Murbygg | referanse lett,5 målepunkter,5. etasje,4,13.5,2.738768730419299,2.738768730419299,0.36512758046821364,0.04713838608486121,0.9528616139151388,1.8165165576472044,0.0,0,0.1324419736837467,2.6771996938378586,3.9703144254776808,3.7246443172136283,2.809641667521605,7.694958742691309,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,450.0,650.0,300.0
